Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
F,D,O,89,20,72,69,20
F,A,O,94,32,77,73,49
M,B,Y,20,88,57,16,17
F,E,O,76,43,70,59,45
M,D,Y,37,117,62,29,38
M,E,O,99,61,65,77,41
F,E,M,204,63,64,159,41
M,C,U,14,72,17,11,32
M,E,O,71,82,75,55,32
M,D,Y,37,91,65,29,38
F,B,M,52,59,62,40,19
F,A,U,10,110,21,8,27
M,B,Y,202,41,61,157,65
F,B,Y,38,64,70,30,41
F,C,U,10,104,22,8,25
F,D,U,8,97,15,6,47
F,E,U,9,91,18,7,28
F,E,O,94,33,75,73,47
F,C,U,8,106,17,6,39
F,E,Y,28,98,68,22,40
M,C,U,12,87,21,9,21
F,D,M,45,41,62,35,35
F,C,O,67,25,69,52,24
F,B,U,6,112,13,5,51
F,E,U,7,100,23,5,33
M,C,O,75,75,71,58,44
F,C,Y,28,93,73,22,41
M,E,U,13,38,21,10,32
M,A,M,48,108,65,37,37
M,D,U,11,100,20,9,46
M,D,U,11,88,19,9,46
F,D,Y,36,96,62,28,38
M,E,Y,31,57,64,24,41
M,D,O,71,48,73,55,26
F,A,Y,27,88,72,21,32
F,C,O,98,30,62,76,46
F,C,Y,20,94,57,16,52
F,D,U,12,119,21,9,46
M,A,M,44,22,57,34,36
F,B,U,13,90,19,10,34
M,D,Y,22,92,67,17,43
M,C,U,13,86,16,10,21
F,E,Y,20,71,54,16,38
F,A,M,50,48,67,39,37
F,E,U,14,95,15,11,25
M,C,Y,25,88,68,19,30
F,E,M,52,64,54,40,41
M,D,Y,17,22,72,13,44
M,D,O,72,60,66,56,26
F,D,U,13,114,19,10,46
M,C,U,6,65,18,5,51
M,E,O,98,88,84,76,33
F,B,M,43,41,63,33,39
F,A,M,47,48,71,37,37
M,D,Y,25,27,66,19,42
F,E,U,7,105,15,5,36
F,D,O,76,33,64,59,25
M,C,Y,29,50,84,23,48
F,D,O,86,37,71,67,21
F,A,Y,25,88,79,19,31
F,E,U,14,90,21,11,37
M,A,Y,16,41,56,12,29
F,B,M,201,58,79,156,17
M,E,M,61,66,77,47,31
M,D,O,98,81,66,76,17
M,B,U,5,95,18,4,47
M,D,Y,19,67,63,15,44
F,C,Y,20,65,62,16,48
M,B,U,9,22,26,7,22
M,A,M,51,82,57,40,38
F,A,U,14,114,22,11,29
F,D,U,10,98,29,8,47
F,E,M,46,48,54,36,47
M,A,M,57,96,61,44,39
M,A,O,90,58,68,70,47
M,D,M,46,27,71,36,35
F,A,M,62,44,65,48,41
M,C,Y,25,22,55,19,47
M,C,O,86,63,56,67,20
F,C,Y,18,70,74,14,55
F,D,Y,36,71,71,28,38
M,A,M,45,75,78,35,36
M,E,O,69,105,71,54,34
F,B,Y,37,88,75,29,61
F,C,M,59,57,66,46,46
F,A,Y,21,81,50,16,30
M,E,M,44,75,74,34,48
M,A,O,75,47,62,58,44
F,A,Y,18,98,61,14,29
M,A,O,72,67,70,56,43
F,E,Y,38,99,62,30,30
M,D,O,74,46,64,58,25
F,C,U,6,93,23,5,41
F,E,Y,18,96,57,14,39
F,C,M,46,49,60,36,57
M,A,U,10,71,28,8,27
F,C,M,60,51,64,47,55
M,E,O,96,109,68,75,35
F,C,Y,32,70,69,25,52
F,A,U,5,105,17,4,26
M,B,U,11,89,31,9,34
M,D,U,11,106,21,9,46
F,E,O,93,27,61,72,27
M,D,M,49,103,65,38,34
M,E,U,6,28,23,5,26
F,B,U,5,104,19,4,31
F,D,O,79,29,76,61,24
F,B,O,93,30,68,72,21
F,C,Y,26,88,75,20,21
F,B,O,67,27,73,52,68
M,C,U,6,90,16,5,21
F,E,M,52,43,57,40,33
M,E,U,7,41,20,5,40
M,C,M,62,60,53,48,39
M,D,O,66,45,73,51,28
F,D,M,51,61,73,40,33
F,C,U,12,102,31,9,47
F,C,O,95,21,61,74,59
M,B,Y,35,114,57,27,38
F,A,Y,32,80,64,25,33
M,D,O,86,93,75,67,21
M,B,Y,36,119,58,28,43
F,D,M,62,58,58,48,29
M,E,M,57,79,74,44,42
F,D,Y,32,99,65,25,39
M,C,U,5,114,21,4,33
F,D,Y,34,93,57,26,39
M,B,U,7,71,16,5,28
F,C,Y,19,62,68,15,24
M,B,Y,19,41,74,15,53
M,D,O,83,22,66,65,22
M,E,O,92,84,63,72,28
F,A,M,62,64,78,48,41
F,C,O,90,43,73,70,57
M,E,O,67,94,73,52,30
M,B,U,6,47,20,5,41
F,A,M,61,48,66,47,40
F,B,M,64,49,63,50,52
M,D,U,12,24,28,9,46
M,C,U,13,117,23,10,30
F,A,M,54,54,57,42,39
F,B,O,92,43,76,72,18
F,B,M,52,63,57,40,54
F,C,O,82,44,65,64,21
M,A,U,10,102,20,8,27
M,C,U,6,34,18,5,35
F,A,U,11,107,23,9,28
F,C,U,9,93,15,7,59
M,A,O,97,81,74,75,49
M,E,Y,34,61,44,26,41
F,D,U,6,117,24,5,48
M,D,O,203,52,71,158,47
M,E,M,54,41,59,42,29
M,C,U,14,35,20,11,33
M,B,Y,24,68,66,19,44
F,D,M,63,42,77,49,29
F,B,O,77,26,66,60,53
F,C,U,10,105,20,8,57
F,A,U,10,94,12,8,27
F,D,M,52,57,69,40,33
F,E,M,207,49,69,161,29
M,A,M,58,92,62,45,39
F,C,U,15,116,20,12,38
F,C,O,93,41,70,72,24
F,E,U,9,119,25,7,37
F,D,U,7,112,28,5,48
M,B,O,95,94,65,74,51
M,E,Y,33,103,61,26,48
M,C,M,58,54,50,45,25
F,C,Y,20,89,69,16,23
F,D,U,206,96,19,160,57
M,C,M,54,80,60,42,59
F,A,M,43,40,63,33,36
F,C,Y,20,75,66,16,26
F,D,Y,22,89,54,17,43
M,C,Y,28,47,49,22,28
F,E,U,15,104,13,12,45
M,A,Y,33,57,75,26,33
F,A,U,10,117,20,8,27
F,B,U,12,93,11,9,37
M,E,Y,31,71,61,24,50
F,C,O,97,28,56,75,32
M,B,U,6,116,21,5,61
M,D,M,42,117,63,33,36
M,C,Y,37,54,67,29,44
M,E,Y,36,117,57,28,30
F,C,M,45,55,53,35,38
M,D,Y,37,120,72,29,38
M,D,M,57,76,66,44,31
F,C,U,7,98,21,5,38
M,A,Y,20,39,68,16,30
F,D,U,14,103,20,11,45
M,C,U,7,69,22,5,55
F,C,U,14,108,20,11,54
M,E,Y,23,95,50,18,47
F,B,Y,31,87,65,24,65
F,C,O,71,29,79,55,23
F,E,O,75,43,67,58,38
M,B,U,14,78,15,11,44
M,D,O,96,48,59,75,18
F,D,Y,19,88,66,15,44
F,B,O,84,33,60,65,17
M,D,Y,30,57,61,23,40
M,A,M,41,55,67,32,35
M,D,M,63,95,67,49,29
F,D,M,61,61,63,47,30
M,C,M,47,119,71,37,33
F,A,U,12,91,20,9,28
M,C,Y,26,71,50,20,40
F,A,O,68,31,76,53,42
M,C,O,99,36,64,77,52
M,A,M,52,83,68,40,38
F,B,M,55,45,79,43,48
M,D,O,71,51,83,55,26
F,B,Y,31,90,62,24,49
F,C,Y,31,76,54,24,49
F,B,O,80,32,63,62,19
M,D,Y,38,118,56,30,37
M,B,Y,22,97,78,17,51
M,B,O,91,96,75,71,39
M,A,U,8,50,12,6,27
F,B,U,7,118,15,5,53
F,A,U,12,94,22,9,28
M,D,M,55,72,66,43,32
M,E,Y,28,60,58,22,50
M,A,U,14,36,26,11,29
M,C,U,8,112,16,6,37
F,E,M,60,53,66,47,28
M,C,Y,35,69,63,27,50
F,A,Y,26,83,63,20,31
M,C,Y,18,100,58,14,37
M,C,M,54,28,65,42,59
M,B,U,11,89,15,9,48
F,B,U,8,118,22,6,23
M,E,O,91,62,71,71,50
F,C,Y,26,61,71,20,60
M,B,U,6,83,21,5,23
F,B,U,11,104,15,9,57
M,A,U,15,110,21,12,29
M,C,U,10,26,12,8,21
M,E,U,9,55,23,7,49
F,D,M,43,49,63,33,36
M,B,U,14,93,24,11,58
F,C,U,13,108,25,10,34
M,A,U,9,92,17,7,27
F,B,Y,35,96,62,27,43
M,D,Y,202,49,65,157,24
M,C,O,86,118,81,67,46
F,C,M,59,50,60,46,22
F,B,Y,32,67,62,25,56
M,E,Y,28,25,61,22,41
F,A,Y,30,86,65,23,33
F,C,Y,28,86,63,22,55
M,E,M,59,111,58,46,37
M,D,O,69,84,63,54,27
M,E,Y,35,50,72,27,34
M,A,U,10,75,26,8,27
M,E,O,96,75,80,75,49
F,E,M,52,60,51,40,46
M,A,M,54,30,70,42,39
M,D,U,6,80,27,5,48
M,D,Y,35,20,63,27,38
F,A,U,13,92,11,10,28
F,C,M,63,65,62,49,59
F,C,M,56,63,56,44,44
F,A,M,51,51,74,40,38
M,A,Y,21,95,73,16,30
F,A,Y,22,74,65,17,31
F,D,O,83,23,71,65,22
F,A,M,54,48,59,42,39
M,E,U,10,56,14,8,43
M,A,Y,26,36,61,20,31
F,C,M,60,61,61,47,29
M,A,Y,34,21,57,26,33
F,E,O,68,24,71,53,38
M,B,Y,26,72,64,20,43
F,C,M,47,46,55,37,60
F,C,O,99,25,63,77,48
M,C,O,81,68,57,63,28
M,A,Y,31,96,64,24,33
M,D,Y,30,84,69,23,40
M,D,O,73,63,77,57,26
M,A,Y,19,80,70,15,30
M,E,U,13,49,26,10,45
M,C,U,5,105,17,4,33
M,E,O,83,87,72,65,47
M,B,M,60,84,56,47,17
F,E,O,85,44,69,66,39
F,E,U,7,114,20,5,26
F,C,Y,36,85,67,28,28
F,C,U,15,101,25,12,37
F,A,M,56,58,68,44,39
M,E,U,10,56,18,8,34
M,C,M,41,105,58,32,46
F,A,M,42,54,58,33,35
F,E,M,54,58,61,42,31
M,E,U,8,29,20,6,37
F,A,Y,39,96,60,30,35
M,B,U,14,75,10,11,51
F,A,O,71,20,64,55,43
M,E,M,55,77,66,43,32
M,C,O,100,68,67,78,40
M,A,O,66,102,70,51,41
M,E,U,209,51,28,163,28
F,A,Y,17,68,61,13,29
F,C,U,9,109,21,7,23
M,C,Y,32,68,67,25,43
M,C,M,59,63,61,46,50
M,C,U,8,69,17,6,40
M,A,M,49,42,67,38,37
F,C,O,91,29,76,71,54
F,A,O,82,34,66,64,45
M,E,M,53,82,68,41,41
F,A,O,77,39,76,60,44
F,A,Y,32,100,61,25,33
M,B,M,57,31,64,44,64
M,E,O,66,102,64,51,29
F,B,Y,20,70,55,16,18
F,E,U,10,108,15,8,33
F,D,M,42,60,65,33,36
M,E,Y,22,25,64,17,35
M,B,U,11,101,13,9,68
F,E,O,97,33,61,75,32
M,C,U,13,113,18,10,29
F,E,M,42,59,73,33,37
M,A,Y,37,23,71,29,34
F,E,U,7,93,26,5,29
M,E,O,83,78,45,65,31
F,E,Y,24,90,73,19,28
F,C,U,12,106,16,9,54
M,D,U,13,47,29,10,46
F,B,Y,17,88,78,13,57
M,E,Y,17,106,70,13,38
M,E,Y,17,97,55,13,27
F,A,U,8,91,22,6,27
M,C,O,69,100,68,54,35
F,A,M,47,40,49,37,37
F,B,M,59,41,71,46,68
F,A,Y,34,94,65,26,33
M,D,U,12,35,16,9,46
M,A,O,88,71,72,68,47
F,A,O,83,42,67,65,46
F,C,Y,30,76,61,23,36
M,A,O,79,29,60,61,45
M,B,M,50,79,61,39,59
M,C,U,11,38,9,9,46
M,C,O,90,57,63,70,58
F,A,O,68,30,68,53,42
M,B,O,74,67,79,58,19
M,D,Y,30,48,63,23,40
M,D,O,89,91,78,69,20
F,A,M,56,46,60,44,39
F,B,Y,38,74,67,30,66
M,D,O,88,21,72,68,21
F,D,O,78,29,63,61,24
F,D,M,55,42,59,43,32
M,D,M,49,23,57,38,34
F,E,U,7,100,10,5,28
M,B,O,82,91,50,64,46
M,B,Y,21,108,63,16,24
F,E,U,10,93,25,8,33
F,B,U,12,119,24,9,35
F,B,O,86,32,74,67,22
F,C,Y,32,82,58,25,57
F,C,U,15,92,19,12,21
F,D,M,56,54,56,44,31
F,A,M,55,45,77,43,39
F,A,Y,33,100,77,26,33
F,E,M,63,61,68,49,45
F,C,M,43,43,67,33,42
F,C,O,81,28,75,63,20
M,A,M,53,106,70,41,38
M,A,O,78,114,52,61,45
F,A,U,5,115,32,4,26
F,D,M,51,48,59,40,33
F,C,O,84,26,69,65,23
F,A,U,8,117,14,6,27
M,E,O,88,95,75,68,35
M,E,M,58,49,65,45,35
F,A,U,10,109,30,8,27
F,C,Y,32,81,79,25,42
M,C,M,41,102,56,32,38
F,A,M,47,46,59,37,37
F,B,U,13,119,30,10,22
F,E,O,88,37,55,68,36
F,B,O,86,26,65,67,51
F,C,M,47,55,72,37,41
F,E,O,72,29,57,56,34
M,A,M,41,89,60,32,35
M,B,M,44,62,63,34,23
M,C,Y,34,106,61,26,33
M,D,M,51,120,67,40,33
F,B,Y,35,99,62,27,28
M,E,M,53,43,68,41,43
F,A,Y,16,63,65,12,29
M,C,U,10,81,22,8,37
F,C,M,43,42,63,33,59
F,B,O,77,29,71,60,21
M,B,M,44,79,71,34,29
F,C,O,68,45,49,53,42
F,E,Y,37,97,70,29,50
M,D,U,7,117,9,5,48
M,E,M,41,64,55,32,40
F,B,U,8,92,16,6,38
M,D,Y,30,104,62,23,40
M,A,Y,37,61,64,29,34
M,E,O,93,64,62,72,45
F,A,U,13,119,22,10,28
F,E,U,7,91,21,5,26
F,B,U,8,108,25,6,68
M,D,M,61,36,61,47,30
F,C,M,58,46,57,45,53
M,D,O,90,59,71,70,20
M,D,M,42,67,68,33,36
M,E,U,14,56,14,11,30
M,B,M,54,110,43,42,63
M,D,Y,30,74,74,23,40
F,D,U,6,119,25,5,48
M,C,U,6,102,11,5,29
F,D,U,207,97,29,161,51
M,D,M,59,81,59,46,30
M,C,O,97,87,69,75,30
M,C,Y,16,86,70,12,52
M,B,M,47,38,55,37,53
M,A,U,9,33,24,7,27
F,B,O,99,20,66,77,34
M,B,Y,23,102,55,18,66
F,D,U,10,116,11,8,47
M,E,O,81,100,57,63,26
F,C,Y,29,77,65,23,37
F,D,U,10,118,18,8,47
F,B,M,64,57,67,50,35
M,C,O,93,100,66,72,24
F,D,O,71,22,64,55,26
F,D,U,7,111,16,5,48
M,C,U,13,89,15,10,49
M,D,U,13,106,19,10,46
M,E,O,94,86,55,73,32
F,B,O,87,36,69,68,69
M,E,O,82,71,78,64,48
F,B,O,78,21,81,61,66
F,B,U,6,112,13,5,34
F,D,U,14,92,22,11,45
F,E,U,10,95,20,8,49
M,B,U,10,97,12,8,59
F,A,U,13,98,21,10,28
F,C,U,14,94,23,11,37
M,D,U,12,56,25,9,46
M,E,O,94,85,56,73,37
M,B,O,87,82,70,68,61
F,C,U,10,116,13,8,49
F,B,M,49,53,75,38,52
M,A,U,10,113,27,8,27
M,D,M,45,108,61,35,35
M,C,U,10,49,24,8,22
M,A,U,13,75,27,10,28
M,B,Y,19,56,63,15,26
M,B,M,59,62,68,46,33
F,D,M,52,52,75,40,33
M,A,Y,34,56,64,26,33
F,A,O,85,38,76,66,46
M,C,Y,33,31,68,26,35
M,D,O,78,51,52,61,24
M,D,Y,22,58,62,17,43
F,B,U,13,103,21,10,66
M,B,M,53,71,60,41,43
M,C,U,13,21,24,10,32
M,D,U,6,47,15,5,48
M,C,M,51,89,58,40,44
M,D,O,83,111,57,65,22
F,E,U,11,92,14,9,45
F,C,O,95,27,65,74,40
M,B,Y,33,102,60,26,42
M,A,M,62,32,54,48,41
M,B,M,45,93,77,35,68
F,E,O,66,37,85,51,46
M,D,U,10,40,20,8,47
F,D,O,77,35,70,60,24
M,A,O,98,97,60,76,49
F,C,O,96,39,66,75,52
M,C,O,90,31,60,70,57
M,C,Y,37,87,55,29,54
M,A,O,76,46,62,59,44
F,D,M,51,58,55,40,33
M,D,O,80,104,56,62,23
F,D,M,55,42,72,43,32
F,A,U,9,107,20,7,27
F,B,M,50,47,63,39,28
F,A,O,67,33,72,52,42
M,A,Y,34,105,72,26,33
M,A,M,59,77,62,46,40
M,A,O,82,106,68,64,45
M,A,Y,17,54,73,13,29
M,E,O,89,111,66,69,42
M,B,U,11,27,25,9,55
M,A,O,66,46,72,51,41
F,B,Y,29,65,76,23,25
F,C,O,74,34,55,58,49
F,C,O,96,30,68,75,55
M,A,U,7,119,12,5,27
M,D,M,42,21,65,33,36
M,E,O,67,62,71,52,43
M,E,U,15,25,32,12,50
M,B,M,44,94,67,34,44
M,B,M,46,89,52,36,42
F,C,O,66,38,68,51,53
M,E,U,13,37,32,10,43
F,A,U,5,107,18,4,26
M,C,U,9,82,11,7,58
M,E,M,58,104,61,45,50
M,E,U,9,48,21,7,29
F,D,O,68,34,72,53,27
F,E,O,72,21,62,56,46
F,D,M,58,52,59,45,31
M,A,O,82,118,72,64,45
F,D,O,96,34,88,75,18
F,D,U,14,117,23,11,45
F,D,M,55,46,80,43,32
F,E,M,47,54,61,37,28
M,D,U,6,62,17,5,48
M,A,Y,34,85,68,26,33
F,B,U,5,93,23,4,44
M,C,O,93,118,79,72,32
M,E,O,72,92,79,56,28
F,D,Y,31,65,63,24,40
F,A,O,87,30,67,68,47
M,C,M,42,56,63,33,54
F,C,M,64,43,71,50,39
F,A,O,94,21,69,73,49
M,A,Y,18,119,62,14,29
F,D,O,206,21,83,160,19
F,D,Y,23,63,75,18,42
M,B,U,8,21,20,6,51
F,C,U,5,116,18,4,56
F,C,U,13,119,23,10,40
F,A,M,61,53,75,47,40
F,C,M,48,52,62,37,34
M,C,U,10,61,14,8,29
M,D,Y,38,99,58,30,37
M,A,Y,39,102,79,30,35
M,D,Y,21,106,74,16,43
M,A,Y,31,73,62,24,33
M,A,U,15,93,15,12,29
F,A,Y,17,79,63,13,29
M,C,U,14,37,26,11,46
M,C,M,60,25,51,47,53
F,B,M,44,48,58,34,42
M,D,U,10,59,18,8,47
M,A,M,62,26,63,48,41
M,C,M,57,54,65,44,37
M,C,U,11,82,30,9,26
F,A,M,49,58,66,38,37
F,B,Y,26,77,50,20,62
F,D,U,14,98,25,11,45
M,C,O,88,99,63,68,45
M,B,M,51,91,57,40,45
F,D,O,95,40,76,74,18
F,D,M,58,43,75,45,31
M,D,O,71,59,61,55,26
M,A,M,52,101,59,40,38
F,C,U,13,94,23,10,24
M,A,O,66,119,59,51,41
M,A,Y,23,76,71,18,31
M,A,O,72,86,79,56,43
M,D,M,47,101,74,37,34
F,D,O,87,42,77,68,21
M,C,Y,36,20,63,28,32
M,B,M,57,39,67,44,34
M,E,U,11,38,17,9,44
F,A,U,14,112,15,11,29
M,C,U,208,102,15,162,34
M,D,Y,31,112,66,24,40
F,C,U,8,90,17,6,55
M,E,O,67,97,60,52,49
F,E,Y,37,63,58,29,45
F,E,Y,20,77,58,16,40
F,C,Y,18,71,76,14,32
F,B,O,83,41,72,65,31
M,C,M,48,98,50,37,35
M,B,M,58,67,52,45,45
F,C,U,10,119,16,8,35
M,C,U,14,35,24,11,34
M,B,O,75,102,85,58,68
M,A,M,46,46,53,36,37
M,C,M,56,31,58,44,37
M,E,Y,33,57,71,26,44
F,A,Y,37,72,59,29,34
F,E,U,11,104,28,9,32
F,A,U,12,99,15,9,28
F,A,O,85,36,68,66,46
M,E,U,10,45,20,8,50
F,E,M,62,57,70,48,38
M,E,U,11,33,21,9,31
F,E,M,54,54,66,42,28
M,B,O,68,50,64,53,44
F,C,O,85,42,65,66,60
M,B,O,75,104,68,58,23
M,A,Y,33,34,71,26,33
M,D,Y,21,43,69,16,43
F,D,U,10,99,19,8,47
F,B,M,46,51,67,36,24
M,C,Y,36,86,62,28,51
M,A,Y,30,72,67,23,33
F,D,M,47,58,65,37,34
M,A,U,12,94,23,9,28
M,D,Y,34,74,60,26,39
M,E,U,14,45,24,11,42
F,D,Y,37,79,68,29,38
F,D,Y,21,89,68,16,43
M,D,O,94,24,79,73,19
F,E,M,49,62,61,38,39
F,D,U,11,109,14,9,46
M,D,M,50,73,75,39,33
M,A,Y,21,110,57,16,30
F,B,M,200,45,69,156,17
F,C,Y,38,81,67,30,37
F,D,O,88,39,70,68,21
F,B,M,51,50,71,40,64
F,E,O,97,36,70,75,41
M,C,U,13,116,18,10,27
M,E,U,8,24,19,6,40
M,A,O,200,31,62,156,27
F,E,Y,30,85,57,23,37
F,E,M,44,44,59,34,36
M,D,O,89,30,66,69,20
M,A,O,99,63,66,77,50
M,D,U,6,59,16,5,48
M,B,M,58,86,72,45,42
M,A,O,66,37,73,51,41
F,A,M,52,65,49,40,38
M,B,Y,27,101,55,21,48
F,A,O,94,27,59,73,49
F,D,U,8,118,18,6,47
F,D,Y,36,82,58,28,38
F,E,U,6,114,14,5,42
F,E,O,70,43,61,54,29
F,D,O,75,44,68,58,25
F,A,O,207,44,72,161,79
M,C,U,13,56,36,10,27
F,C,O,80,21,71,62,57
F,E,M,42,59,75,33,46
M,C,Y,21,104,67,16,51
M,B,Y,26,119,73,20,52
F,A,O,71,42,68,55,43
F,D,O,82,24,64,64,23
M,B,Y,32,106,74,25,59
M,A,Y,34,84,66,26,33
F,E,U,13,116,14,10,37
M,C,U,12,119,20,9,28
M,D,M,43,64,73,33,36
F,B,M,45,42,70,35,41
M,C,M,62,22,67,48,22
F,A,M,53,57,75,41,38
M,E,O,69,97,70,54,50
M,D,U,14,46,19,11,45
M,C,M,43,27,50,33,45
F,D,U,13,117,23,10,46
F,C,Y,30,88,69,23,38
M,E,Y,36,26,68,28,34
F,A,M,201,52,56,156,52
M,A,M,209,97,68,163,46
F,D,O,73,33,65,57,26
F,E,Y,21,64,69,16,27
M,B,O,74,66,71,58,17
M,E,U,12,52,21,9,32
F,E,Y,16,96,65,12,38
F,A,O,78,23,53,61,45
F,B,U,15,99,14,12,61
M,C,U,204,74,21,159,56
F,D,M,40,62,70,31,37
M,C,M,50,29,67,39,57
F,B,U,6,108,19,5,24
M,C,U,7,89,18,5,39
F,B,O,85,38,62,66,64
F,C,M,64,51,51,50,33
M,D,O,90,114,70,70,20
F,D,M,47,49,60,37,34
M,C,Y,28,97,46,22,51
M,A,O,82,75,59,64,45
F,C,U,6,112,25,5,34
M,D,U,14,110,26,11,45
M,E,U,8,47,27,6,33
F,C,M,43,42,62,33,34
M,C,O,91,35,72,71,32
M,A,U,9,44,31,7,27
F,A,Y,19,91,69,15,30
M,B,M,51,100,68,40,30
M,D,U,11,117,16,9,46
F,D,M,56,55,76,44,31
M,A,O,82,32,75,64,45
M,D,U,8,34,23,6,47
F,B,M,49,48,63,38,44
M,A,U,13,77,19,10,28
M,B,M,53,102,70,41,63
F,D,M,60,46,55,47,30
M,A,M,55,41,63,43,39
M,C,Y,25,112,46,19,47
M,D,M,49,35,56,38,34
M,A,O,94,31,74,73,49
M,E,O,94,89,61,73,44
M,A,U,11,88,16,9,28
M,A,O,83,74,73,65,46
F,E,M,43,51,66,33,28
M,E,U,14,44,27,11,34
M,D,U,13,108,31,10,46
M,D,O,90,84,77,70,20
F,C,M,57,45,76,44,38
F,C,O,96,25,65,75,46
F,A,M,42,60,68,33,35
M,D,O,75,76,74,58,25
M,A,M,57,51,56,44,39
F,A,O,81,36,76,63,45
M,C,U,7,73,22,5,44
M,C,O,76,90,76,59,28
F,C,Y,34,71,63,26,24
F,E,Y,31,99,51,24,38
M,D,O,81,24,71,63,23
F,C,O,95,21,72,74,60
F,A,O,82,23,55,64,45
M,D,M,48,113,68,37,34
F,B,O,99,41,60,77,42
F,E,Y,32,89,67,25,41
F,C,U,9,98,18,7,27
F,A,Y,30,62,62,23,33
F,E,U,7,109,16,5,44
M,E,O,76,117,69,59,40
F,B,Y,24,61,68,19,52
F,C,M,45,56,56,35,23
M,E,U,11,46,19,9,48
F,E,M,49,45,60,38,31
F,A,U,14,112,13,11,29
F,A,M,57,43,74,44,39
M,A,Y,36,116,69,28,34
F,E,M,61,59,69,47,31
F,B,O,66,23,67,51,67
M,B,M,43,87,57,33,34
M,D,O,78,28,51,61,24
F,B,U,10,118,27,8,23
F,C,M,63,62,80,49,38
M,C,Y,37,75,68,29,53
F,B,U,7,96,17,5,59
M,B,O,66,21,71,51,41
F,D,U,7,99,12,5,48
F,B,O,99,42,64,77,56
M,C,M,44,49,69,34,24
M,E,O,92,120,62,72,46
F,C,U,14,108,22,11,38
F,B,M,47,50,75,37,53
F,D,O,83,35,70,65,22
M,C,M,57,97,55,44,38
F,A,U,7,117,19,5,27
F,C,O,76,38,81,59,56
M,B,O,85,104,61,66,15
F,C,O,94,20,66,73,20
F,E,Y,31,80,57,24,48
F,C,Y,33,92,71,26,31
F,A,U,5,98,11,4,26
M,D,M,51,119,54,40,33
M,A,O,99,110,61,77,50
F,B,O,75,42,60,58,49
M,C,M,48,31,62,37,35
M,D,M,55,67,72,43,32
M,E,O,75,98,65,58,49
F,B,O,79,23,65,61,68
M,E,Y,37,117,67,29,34
F,A,M,52,48,69,40,38
F,C,M,57,45,71,44,47
M,D,Y,26,58,58,20,41
F,E,U,9,108,9,7,31
M,A,O,96,60,59,75,49
F,D,U,15,100,29,12,45
M,E,O,68,82,66,53,46
F,C,Y,24,95,59,19,51
F,A,U,7,108,29,5,27
M,D,U,8,86,15,6,47
M,A,Y,33,118,56,26,33
M,D,Y,21,36,62,16,43
F,E,O,69,29,60,54,31
M,C,U,13,100,21,10,52
M,E,M,52,35,61,40,45
F,B,U,11,98,16,9,37
M,A,U,15,56,14,12,29
F,C,M,60,56,55,47,34
F,A,O,77,30,65,60,44
M,B,M,61,113,74,47,37
M,B,M,64,55,59,50,40
M,A,O,79,49,85,61,45
F,A,U,5,98,14,4,26
M,C,M,63,58,64,49,23
M,C,O,86,76,66,67,25
M,A,U,13,78,20,10,28
M,D,Y,23,66,48,18,42
M,B,Y,28,28,59,22,38
M,C,Y,20,28,62,16,42
F,B,Y,28,66,58,22,32
M,D,M,54,106,82,42,32
M,E,O,79,105,68,61,47
F,E,M,43,44,55,33,28
F,C,O,71,36,64,55,51
M,A,M,50,109,67,39,37
M,C,O,92,88,64,72,47
M,C,O,82,62,80,64,28
F,B,Y,38,88,52,30,68
M,D,O,93,58,71,72,19
F,E,U,13,108,28,10,39
F,C,M,62,55,75,48,32
M,C,O,65,47,70,51,50
F,B,O,70,40,55,54,52
F,A,Y,28,64,68,22,32
F,B,O,71,32,73,55,19
F,A,O,73,22,62,57,43
F,A,Y,20,87,66,16,30
M,D,M,57,66,72,44,31
F,D,U,10,99,22,8,47
M,A,Y,23,97,69,18,31
M,B,Y,17,91,57,13,16
M,D,U,14,79,26,11,45
M,B,O,70,80,70,54,57
M,A,Y,27,59,62,21,32
M,E,O,81,104,56,63,30
F,C,O,86,34,59,67,52
M,C,M,54,87,63,42,28
F,C,Y,16,76,75,12,34
M,A,O,92,37,66,72,48
F,D,M,49,62,71,38,34
M,C,Y,28,44,48,22,23
F,D,U,8,105,16,6,47
F,B,U,14,91,18,11,29
M,E,Y,26,71,68,20,49
F,D,U,6,101,35,5,48
F,C,M,63,55,71,49,53
F,B,U,9,113,22,7,68
F,C,U,11,97,26,9,41
M,A,U,12,115,27,9,28
F,A,U,11,113,30,9,28
M,C,Y,26,86,66,20,46
M,B,Y,25,105,57,19,47
M,D,U,6,103,26,5,48
M,B,M,56,54,67,44,51
F,A,O,100,23,63,78,50
F,B,O,69,43,81,54,45
M,E,Y,202,96,72,157,37
F,B,O,88,44,76,68,22
F,B,O,75,36,80,58,63
M,A,O,75,41,63,58,44
F,D,M,49,45,77,38,34
F,B,Y,27,78,64,21,19
F,B,O,100,27,73,78,46
M,B,M,41,77,60,32,36
M,A,Y,21,104,59,16,30
M,E,M,61,54,54,47,50
M,D,U,9,118,30,7,47
F,A,M,48,40,58,37,37
M,A,O,73,84,65,57,43
M,C,Y,38,54,65,30,58
F,D,O,97,41,63,75,18
M,D,U,5,44,16,4,48
M,D,M,48,104,72,37,34
M,D,M,60,22,74,47,30
